name,date_utc,rocket,payloads,launchpad,cores,success,details,PayloadMass
Starlink 4-23 (v1.5),2022-08-28T02:22:00.000Z,5e9d0d95eda69973a809d1ec,['631614d7ffc78f3b85670716'],5e9e4502f509094188566f88,"[{'core': '61c1ef45a4a2462678cbf45d', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
Starlink 3-4 (v1.5),2022-08-31T05:40:00.000Z,5e9d0d95eda69973a809d1ec,['630f63bf18702d4844fb5391'],5e9e4502f509092b78566f87,"[{'core': '5f57c54a0622a633027900a1', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,,1
Starlink 4-20 (v1.5) & Sherpa LTC-2/Varuna-TDM,2022-09-05T02:09:00.000Z,5e9d0d95eda69973a809d1ec,"['631614e9ffc78f3b85670717', '631617fbffc78f3b8567071d']",5e9e4501f509094ba4566f84,"[{'core': '5e9e28a6f359183c413b265d', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,2
Starlink 4-2 (v1.5) & Blue Walker 3,2022-09-11T01:10:00.000Z,5e9d0d95eda69973a809d1ec,"['63161610ffc78f3b85670718', '63161872ffc78f3b8567071e']",5e9e4502f509094188566f88,"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 14, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,2
Starlink 4-34 (v1.5),2022-09-17T01:05:00.000Z,5e9d0d95eda69973a809d1ec,['63161699ffc78f3b85670719'],5e9e4501f509094ba4566f84,"[{'core': '60b800111f83cc1e59f16438', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
Starlink 4-35 (v1.5),2022-09-24T23:30:00.000Z,5e9d0d95eda69973a809d1ec,['631616a7ffc78f3b8567071a'],5e9e4501f509094ba4566f84,"[{'core': '627843d657b51b752c5c5a53', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
Crew-5,2022-10-05T16:00:00.000Z,5e9d0d95eda69973a809d1ec,['62dd73ed202306255024d145'],5e9e4502f509094188566f88,"[{'core': '633d9da635a71d1d9c66797b', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
USSF-44,2022-11-01T13:41:00.000Z,5e9d0d95eda69974db09d1ed,['5fe3b86eb3467846b324217c'],5e9e4502f509094188566f88,"[{'core': '5fe3b8f2b3467846b3242181', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}, {'core': '5fe3b8fbb3467846b3242182', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}, {'core': '5fe3b906b3467846b3242183', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,1
Starlink 4-36 (v1.5),2022-10-20T14:50:00.000Z,5e9d0d95eda69973a809d1ec,['631616aeffc78f3b8567071b'],5e9e4501f509094ba4566f84,"[{'core': None, 'flight': None, 'gridfins': None, 'legs': None, 'reused': None, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,1
Galaxy 33 (15R) & 34 (12R),2022-10-08T23:05:00.000Z,5e9d0d95eda69973a809d1ec,[],5e9e4501f509094ba4566f84,"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,0
Hotbird 13F,2022-10-15T05:22:00.000Z,5e9d0d95eda69973a809d1ec,[],5e9e4501f509094ba4566f84,"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,0
Hotbird 13G,2022-11-03T03:24:00.000Z,5e9d0d95eda69973a809d1ec,[],5e9e4501f509094ba4566f84,"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,0
Galaxy 31 (23R) & 32 (17R),2022-11-08T00:00:00.000Z,5e9d0d95eda69973a809d1ec,[],5e9e4501f509094ba4566f84,"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,0
Eutelsat 10B,2022-11-15T00:00:00.000Z,5e9d0d95eda69973a809d1ec,[],5e9e4501f509094ba4566f84,"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,0
ispace Mission 1 & Rashid,2022-11-22T00:00:00.000Z,5e9d0d95eda69973a809d1ec,[],5e9e4501f509094ba4566f84,"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,0
CRS-26,2022-11-18T22:00:00.000Z,5e9d0d95eda69973a809d1ec,[],5e9e4502f509094188566f88,"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,0
Starlink 4-37 (v1.5),2022-11-01T00:00:00.000Z,5e9d0d95eda69973a809d1ec,[],5e9e4501f509094ba4566f84,"[{'core': None, 'flight': None, 'gridfins': None, 'legs': None, 'reused': None, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,0
"O3b mPower 1,2",2022-11-01T00:00:00.000Z,5e9d0d95eda69973a809d1ec,['6243b788af52800c6e91926b'],5e9e4501f509094ba4566f84,"[{'core': None, 'flight': None, 'gridfins': None, 'legs': None, 'reused': None, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,1
SWOT,2022-12-05T00:00:00.000Z,5e9d0d95eda69973a809d1ec,[],5e9e4502f509092b78566f87,"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,0
SES-18 & SES-19,2022-11-01T00:00:00.000Z,5e9d0d95eda69973a809d1ec,[],5e9e4501f509094ba4566f84,"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,0
Transporter-6,2022-12-01T00:00:00.000Z,5e9d0d95eda69973a809d1ec,[],5e9e4501f509094ba4566f84,"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,0
TTL-1,2022-12-01T00:00:00.000Z,5e9d0d95eda69973a809d1ec,['63161760ffc78f3b8567071c'],5e9e4502f509092b78566f87,"[{'core': None, 'flight': None, 'gridfins': None, 'legs': None, 'reused': None, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,1
WorldView Legion 1 & 2,2022-12-01T00:00:00.000Z,5e9d0d95eda69973a809d1ec,['6243b896af52800c6e91926e'],5e9e4501f509094ba4566f84,"[{'core': None, 'flight': None, 'gridfins': None, 'legs': None, 'reused': None, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,1
Viasat-3 & Arcturus,2022-12-01T00:00:00.000Z,5e9d0d95eda69974db09d1ed,[],5e9e4502f509094188566f88,"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}, {'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}, {'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,0
O3b mPower 3.4,2022-12-01T00:00:00.000Z,5e9d0d95eda69973a809d1ec,['6243b788af52800c6e91926b'],5e9e4501f509094ba4566f84,"[{'core': None, 'flight': None, 'gridfins': None, 'legs': None, 'reused': None, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",,,1
